2	1.10E+06	6.00E+05	4.00E+05	4.00E+05	5.30E+05	6.50E+05	8.80E+05	1.00E+06	1.50E+06
3	1.10E+06	6.00E+05	4.00E+05	4.20E+05	5.80E+05	7.20E+05	1.00E+06	1.20E+06	2.00E+06
4	9.80E+05	6.00E+05	4.10E+05	4.30E+05	6.30E+05	7.90E+05	1.20E+06	1.40E+06	2.50E+06
5	8.50E+05	6.00E+05	4.10E+05	4.50E+05	6.70E+05	8.50E+05	1.40E+06	1.70E+06	3.00E+06
6	7.10E+05	6.00E+05	4.10E+05	4.60E+05	7.10E+05	9.10E+05	1.50E+06	1.90E+06	3.70E+06
7	5.00E+05	6.00E+05	4.10E+05	4.70E+05	7.50E+05	9.70E+05	1.70E+06	2.10E+06	4.40E+06
8	2.70E+05	5.90E+05	4.10E+05	4.80E+05	7.80E+05	1.00E+06	1.90E+06	2.40E+06	5.10E+06
9	1.50E+05	5.90E+05	4.20E+05	4.90E+05	8.20E+05	1.10E+06	2.10E+06	2.70E+06	6.00E+06
10	7.90E+04	5.70E+05	4.20E+05	5.00E+05	8.60E+05	1.10E+06	2.30E+06	2.90E+06	6.90E+06
15	1.10E+04	4.80E+05	4.20E+05	5.30E+05	1.00E+06	1.60E+06	3.40E+06	4.60E+06	1.10E+07
25	1.00E+03	3.70E+05	4.10E+05	5.80E+05	1.30E+06	2.50E+06	5.50E+06	8.60E+06	2.20E+07
75	3.40E+02	3.50E+04	3.00E+05	6.20E+05	1.90E+06	4.60E+06	1.20E+07	2.70E+07	6.80E+07
125	1.60E+02	9.90E+03	1.90E+05	5.30E+05	1.80E+06	4.80E+06	1.40E+07	3.50E+07	9.60E+07
175	6.50E+01	5.60E+03	1.30E+05	4.10E+05	1.40E+06	4.20E+06	1.30E+07	3.70E+07	1.10E+08
225	2.80E+01	3.40E+03	7.80E+04	3.10E+05	1.10E+06	3.40E+06	1.10E+07	3.50E+07	1.00E+08
275	2.40E+01	2.00E+03	4.70E+04	2.20E+05	7.50E+05	2.60E+06	8.90E+06	3.10E+07	9.70E+07
325	1.40E+01	1.20E+03	2.80E+04	1.60E+05	5.50E+05	2.00E+06	6.90E+06	2.60E+07	8.30E+07
375	2.90E+00	7.50E+02	1.70E+04	1.10E+05	3.90E+05	1.50E+06	5.30E+06	2.00E+07	6.80E+07
425	1.90E+00	4.60E+02	1.20E+04	8.00E+04	2.80E+05	1.10E+06	4.10E+06	1.60E+07	5.40E+07
475	1.10E+00	2.80E+02	7.80E+03	5.30E+04	2.00E+05	8.50E+05	3.10E+06	1.20E+07	4.20E+07
525	5.70E-01	1.80E+02	5.00E+03	3.70E+04	1.40E+05	6.40E+05	2.50E+06	9.90E+06	3.30E+07
575	2.30E-01	1.00E+02	2.80E+03	2.40E+04	1.00E+05	4.80E+05	2.00E+06	8.00E+06	2.60E+07
625	9.20E-03	7.70E+01	2.10E+03	1.80E+04	7.90E+04	3.80E+05	1.60E+06	6.50E+06	2.10E+07
675	0	3.70E+01	1.50E+03	1.20E+04	5.00E+04	2.80E+05	1.40E+06	5.40E+06	1.70E+07
725	0	2.00E+01	6.60E+02	7.40E+03	3.60E+04	2.30E+05	1.10E+06	4.60E+06	1.40E+07
775	0	1.60E+01	6.30E+02	5.50E+03	3.00E+04	1.80E+05	9.70E+05	4.00E+06	1.20E+07
825	0	8.20E+00	4.40E+02	4.10E+03	1.90E+04	1.50E+05	8.60E+05	3.40E+06	1.00E+07
875	0	9.00E+00	2.50E+02	2.40E+03	1.40E+04	1.30E+05	7.50E+05	3.00E+06	8.80E+06
925	0	6.70E+00	1.80E+02	1.70E+03	1.10E+04	1.10E+05	6.60E+05	2.70E+06	7.80E+06
975	0	3.60E+00	8.10E+01	1.10E+03	7.70E+03	9.80E+04	6.10E+05	2.50E+06	7.10E+06
1025	0	1.70E+00	4.70E+01	1.20E+03	6.40E+03	8.80E+04	5.70E+05	2.30E+06	6.50E+06
